encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,encoder_block_types,decoder_block_types,latency_mean_encoder,latency_mean_decoder,latency_std_encoder,latency_std_decoder
640,6,1280,3,640,4,640,3.5,4,1.75,self_attention+lightweight_shiftadd-->self_attention-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->,lightweight_add-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_conv-->,4.725995958,122.8258386,0.005703684,4.687707253
512,6,1962.666667,6,640,3,682.6666667,5.333333333,5.333333333,2.333333333,self_attention+lightweight_add-->self_attention-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->,lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->,5.207432002,102.6675482,0.01294863,4.87818915
512,6,1536,6.333333333,512,3,1024,6,4,1.333333333,self_attention-->lightweight_conv-->self_attention-->self_attention-->self_attention-->self_attention+lightweight_shiftadd-->,lightweight_conv-->lightweight_add-->lightweight_conv-->,4.648652017,74.61301422,0.00963201,0.099207528
512,6,1280,2.333333333,640,5,1843.2,4,5.2,1.6,self_attention-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,lightweight_add-->lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->,6.084099978,165.0012875,0.022537693,6.902906843
640,6,1706.666667,4.333333333,512,1,1024,8,8,1,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,lightweight_conv-->,6.384783983,29.67062593,0.010564777,0.073258739
640,6,2048,6,512,2,2048,3,5,2,self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,lightweight_add-->lightweight_conv-->,5.759133965,56.05506587,0.017567071,2.709896223
512,6,2474.666667,4.333333333,512,6,853.3333333,4.666666667,4.666666667,1.5,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->,self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention-->,5.772798002,209.9773464,0.489830542,1.861797526
512,6,2304,5.333333333,512,2,2048,6,5,2,lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->,lightweight_conv-->self_attention-->,5.572288007,58.02621031,0.422799215,0.301145194
640,6,1877.333333,4.666666667,512,1,1024,4,4,3,lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->,self_attention+lightweight_add-->,5.076088011,47.19091988,0.006662854,0.048468722
640,6,1792,5.666666667,640,1,512,4,2,1,self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->,self_attention-->,5.312447935,35.24523997,0.010105464,1.414966216
512,6,1450.666667,6.666666667,640,1,1024,8,2,3,self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,lightweight_add-->,6.919570029,32.65001011,0.022680918,2.200185445
512,6,1280,3.666666667,640,3,2730.666667,2.666666667,6,1.666666667,self_attention-->self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->,5.760298014,114.1089139,0.017956323,0.182610668
512,6,1536,5,640,1,1024,4,2,2,lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->self_attention-->lightweight_conv-->lightweight_shiftadd-->,self_attention-->,4.298130035,38.45295048,0.013237604,2.036906551
640,6,1792,3.333333333,640,6,2560,4,5,2,self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_conv-->,self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->self_attention-->,6.168766022,192.8789463,0.456016367,3.922900175
640,6,1450.666667,5,512,5,1740.8,6.8,5.2,1.6,self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->,lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->,5.29389599,163.0162001,0.00957363,4.416219704
640,6,1450.666667,3.666666667,640,5,1433.6,3.2,3.6,2.2,lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,lightweight_add-->lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->,5.785824031,159.3215342,0.004883573,4.812557036
512,6,1109.333333,6.333333333,640,3,1536,3.333333333,4,3,self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->,6.416089982,113.6509051,0.013330553,5.393264166
512,6,1365.333333,4.333333333,640,4,1664,3,6,2.5,self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->,self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,4.992852002,168.7898254,0.011196241,4.28284523
512,6,1792,4.333333333,512,1,512,2,8,1,lightweight_add-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->self_attention-->,lightweight_conv-->,4.651849955,29.60231972,0.009563336,0.087528848
640,6,1621.333333,4.666666667,512,2,512,6,3,3,lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,4.903888077,101.3595238,0.010279424,4.606524827
640,6,2133.333333,5.666666667,512,3,1536,2.666666667,4.666666667,2,self_attention-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->lightweight_conv-->,lightweight_add-->self_attention+lightweight_add-->self_attention-->,4.953300029,97.80789566,0.006307689,0.428510045
640,6,1536,5.333333333,512,4,2176,7,2,3,self_attention-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->,lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_add-->,4.730867952,142.7889986,0.004080968,4.564944311
640,6,1621.333333,3.666666667,512,2,1280,6,2,2.5,self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,lightweight_add-->lightweight_conv-->,6.206996024,55.30677819,0.007436195,1.67119457
640,6,1024,5,512,1,3072,8,2,2,self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention-->,self_attention+lightweight_add-->,6.621428013,48.34895563,0.028998978,1.909106356
640,6,1621.333333,4.666666667,640,3,1024,6,5.333333333,1.666666667,self_attention+lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->,lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->,5.743691981,91.42331982,0.010164203,2.257203931
512,6,1109.333333,5.666666667,512,6,1877.333333,4.333333333,3.666666667,2.166666667,self_attention-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_conv-->,self_attention+lightweight_add-->lightweight_shiftadd-->self_attention-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->,5.957111984,221.1097593,0.015758772,3.789281518
512,6,1706.666667,3.333333333,512,2,2560,5,3,2.5,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->self_attention-->lightweight_shiftadd-->,self_attention-->self_attention-->,5.165133983,64.37934113,0.010968774,0.281718911
640,6,1024,4.666666667,512,2,1536,6,6,2,self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,self_attention-->lightweight_shiftadd-->,5.480049998,68.1048708,0.079907273,4.71159043
640,6,938.6666667,5,640,4,1920,5.5,5,1.5,self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_add-->,lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,5.382261932,140.0956554,0.00712378,5.087951813
512,6,2218.666667,3.333333333,512,2,2048,5,2,1,self_attention-->lightweight_conv-->self_attention-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,lightweight_add-->lightweight_conv-->,5.324638009,52.41824222,0.409636668,1.125375542
640,6,1450.666667,4,640,4,2304,5,6,2,self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention-->self_attention+lightweight_add-->,lightweight_shiftadd-->lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->,5.209823996,123.640028,0.009345252,3.244218913
512,6,1877.333333,5.666666667,640,1,512,4,8,3,lightweight_conv-->self_attention-->self_attention-->lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->,self_attention+lightweight_shiftadd-->,4.670021981,53.86284184,0.314267073,0.17649278
640,6,1536,5,512,1,512,2,4,2,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->,7.093510032,54.11898398,0.022657615,0.638460473
512,6,2133.333333,3,640,5,1331.2,3.6,5.2,1.6,lightweight_add-->lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->lightweight_conv-->lightweight_shiftadd-->,lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_add-->lightweight_conv-->,4.167659968,164.1160107,0.005767894,4.975712819
512,6,1450.666667,6.666666667,640,2,1280,5,3,3,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_add-->self_attention+lightweight_add-->,5.966890007,89.41801929,0.013519704,3.500277994
512,6,1109.333333,5.666666667,640,4,1280,4.5,2.5,1.75,lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_add-->,lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention-->,4.981378049,134.3142147,0.176528982,3.080104766
512,6,1109.333333,2.666666667,512,2,2560,3,3,1.5,self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_add-->,self_attention-->lightweight_conv-->,6.714550048,59.39249563,0.034656666,0.829175357
512,6,1536,4.333333333,640,3,2389.333333,8,3.333333333,1.666666667,lightweight_conv-->self_attention+lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->,lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->,5.356584042,91.2726717,0.022239117,4.727302862
512,6,1450.666667,5,640,2,1024,6,3,1.5,lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_add-->,lightweight_add-->self_attention+lightweight_conv-->,5.778887957,69.93839455,0.022196365,0.149376566
640,6,1024,6.333333333,512,3,2048,2.666666667,4.666666667,1.666666667,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_conv-->self_attention+lightweight_add-->,lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_add-->,5.229720026,109.3186803,0.013902037,10.6259906
512,6,1194.666667,4.666666667,640,3,1536,5.333333333,6.666666667,1.666666667,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_conv-->,lightweight_add-->lightweight_add-->lightweight_conv-->,5.679931939,75.02014446,0.015175202,0.12504383
512,6,1280,5.333333333,640,2,768,5,6,2,lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->lightweight_add-->,self_attention+lightweight_add-->lightweight_conv-->,4.590184033,73.64933014,0.007741471,2.240611146
640,6,1621.333333,3.666666667,640,1,1024,2,4,2,self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->,self_attention+lightweight_shiftadd-->,5.959093988,56.23970795,0.06612223,1.01322178
512,6,2730.666667,4,512,4,2048,8,7,1.75,lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->,4.979868025,169.6011171,0.044551021,3.002769557
512,6,1962.666667,3.666666667,640,5,1024,3.2,4.4,1.8,self_attention+lightweight_conv-->self_attention-->lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->,self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->,5.376029998,229.6848259,0.098802773,2.195375103
640,6,1621.333333,5.666666667,512,2,1792,6,6,2,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->,lightweight_add-->self_attention+lightweight_conv-->,6.265076011,74.01914358,0.096336252,1.474974868
512,6,2304,3.666666667,640,6,1450.666667,3,4.666666667,2.333333333,lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,self_attention-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,5.335011989,228.9815083,0.079313508,10.21577385
640,6,2560,3.666666667,640,3,2218.666667,2,4.666666667,2.333333333,lightweight_add-->lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->lightweight_conv-->,lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,4.002336025,130.8235178,0.007645979,1.520892554
512,6,938.6666667,6.333333333,512,3,1877.333333,6,4.666666667,2,lightweight_conv-->self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->,self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->,5.047181934,105.5174265,0.003270674,0.567407436
512,6,2730.666667,6,640,6,1792,2.666666667,4.666666667,2.166666667,self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention-->lightweight_add-->lightweight_shiftadd-->lightweight_conv-->,lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->,5.000992,230.9193096,0.00802245,3.443600044
512,6,1962.666667,5.666666667,512,5,1331.2,4.8,2.8,2.2,lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention-->,lightweight_add-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->,5.531861991,165.8997889,0.023458896,5.089522462
512,6,1109.333333,6.666666667,512,3,512,6,4.666666667,2.333333333,self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->,self_attention-->lightweight_conv-->lightweight_conv-->,5.771643996,82.81690502,0.007125604,0.151760045
640,6,1621.333333,4.333333333,640,5,1228.8,3.2,4,1.6,lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->self_attention+lightweight_shiftadd-->,lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,5.500132054,171.2004242,0.013295958,5.625974965
512,6,1792,5.666666667,512,2,2048,6,2,2,self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->,lightweight_conv-->lightweight_shiftadd-->,5.518745989,62.6896801,0.015934519,3.554462625
640,6,1536,5.333333333,512,1,1024,4,8,1,lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->,lightweight_shiftadd-->,5.825393975,36.67718196,0.428807936,0.267311103
640,6,2389.333333,4,640,5,1433.6,4,4.4,1.8,lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->,self_attention-->self_attention-->lightweight_conv-->self_attention-->self_attention+lightweight_add-->,4.432485998,156.8268967,0.010029286,5.589974501
512,6,1280,4.666666667,640,4,2560,4.5,6.5,2,self_attention+lightweight_add-->lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->,self_attention+lightweight_add-->lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->,5.386364013,129.5767488,0.013029517,0.546989774
512,6,1365.333333,3.333333333,640,6,1621.333333,4,6.333333333,2,lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention-->self_attention+lightweight_conv-->,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->,6.374869972,214.6053514,0.02991362,7.409496675
640,6,1877.333333,3.333333333,512,3,2730.666667,2.666666667,4,1.666666667,self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,lightweight_add-->lightweight_shiftadd-->self_attention-->,5.88616401,90.6450367,0.028903015,4.327020004
640,6,1024,5,640,4,1408,3.5,4.5,2.25,lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->lightweight_shiftadd-->,self_attention-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,5.083269984,145.6176262,0.005250444,4.024462474
640,6,2133.333333,3.666666667,512,4,2048,3,8,2,self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_conv-->,lightweight_conv-->self_attention-->lightweight_shiftadd-->lightweight_add-->,5.722862005,112.4806504,0.070823985,4.499849344
512,6,1621.333333,6.333333333,512,1,2048,4,2,1,lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention-->,5.737661958,35.19535995,0.43600761,0.123286998
512,6,1109.333333,4,640,5,1638.4,3.2,4.8,2,self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->,self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention-->,5.14202407,185.4472246,0.008843642,4.073967595
640,6,2560,4.666666667,512,2,1280,3,5,2,self_attention+lightweight_conv-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->,lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,5.877799988,85.93061781,0.009308524,4.634342536
512,6,1109.333333,4.333333333,640,4,1920,5.5,4,2,self_attention-->self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->,lightweight_add-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,4.98388201,144.2133474,0.010977667,0.544885776
512,6,1536,6.666666667,512,1,1024,4,4,1,self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->,lightweight_conv-->,4.924655944,31.82885206,0.011727029,1.584514448
512,6,1194.666667,5.333333333,512,5,2252.8,6,3.6,2.6,self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->,self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,5.963838011,230.5324631,0.048092866,4.465671954
640,6,1962.666667,3.666666667,512,3,2389.333333,4.666666667,2.666666667,2.333333333,self_attention-->lightweight_conv-->self_attention+lightweight_conv-->self_attention-->lightweight_add-->self_attention+lightweight_conv-->,self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention-->,4.635620058,121.2575374,0.008718169,0.714543833
512,6,1109.333333,3.666666667,640,2,512,8,2,1.5,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_add-->lightweight_conv-->,6.00751406,70.84360313,0.032429754,3.544616799
640,6,1450.666667,5,640,4,1792,2.5,3.5,1.25,lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->,4.713276029,138.0768356,0.006990078,4.731832866
640,6,2133.333333,6.333333333,640,3,1024,6.666666667,4.666666667,1.333333333,self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_shiftadd-->,lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,5.629152,116.3426619,0.01080138,4.582647447
512,6,1706.666667,5,512,5,1228.8,5.2,5.6,3,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_conv-->lightweight_shiftadd-->lightweight_add-->,lightweight_conv-->lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention-->,5.511095971,151.6515884,0.007568748,4.955233051
512,6,2218.666667,6.666666667,512,4,1408,4,3.5,1.75,lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_add-->,self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->,5.756074011,135.8373461,0.01201195,4.637478833
640,6,1877.333333,3.666666667,512,5,1126.4,3.2,4.8,2.4,self_attention+lightweight_conv-->lightweight_add-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention-->lightweight_add-->,lightweight_conv-->self_attention+lightweight_add-->self_attention-->lightweight_conv-->lightweight_shiftadd-->,4.472360045,152.0563622,0.005414223,4.834292004
640,6,1450.666667,2.666666667,512,6,1536,4.666666667,5,1.833333333,self_attention+lightweight_conv-->self_attention-->self_attention-->lightweight_add-->lightweight_shiftadd-->lightweight_add-->,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention-->lightweight_add-->,4.37428996,206.2525187,0.007030224,3.744217979
640,6,2048,4.666666667,640,2,2560,5,5,2,self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->lightweight_add-->,self_attention+lightweight_shiftadd-->lightweight_conv-->,5.084584087,77.03486156,0.007408142,0.133833319
640,6,1365.333333,4.333333333,512,2,1536,6,3,2.5,self_attention+lightweight_add-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_add-->,lightweight_add-->lightweight_add-->,5.703493953,58.1512537,0.275574743,4.064098616
640,6,1536,4.666666667,512,3,1536,4.666666667,4.666666667,2,lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_conv-->,lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->,4.946542054,92.29120541,0.006239789,0.115890594
640,6,1621.333333,5,512,1,3072,4,8,3,lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->self_attention-->self_attention+lightweight_add-->lightweight_add-->,self_attention+lightweight_shiftadd-->,4.507462025,53.92270589,0.006035755,0.106360753
640,6,938.6666667,6,512,3,2048,6.666666667,6,2,lightweight_conv-->lightweight_add-->lightweight_conv-->lightweight_add-->lightweight_conv-->self_attention+lightweight_add-->,self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->,3.921399966,106.9100728,0.025920699,5.414803682
640,6,1877.333333,4.666666667,640,1,2048,2,2,2,self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_add-->self_attention-->self_attention+lightweight_add-->lightweight_conv-->,lightweight_add-->,4.970172048,31.13310993,0.004879138,0.68088476
512,6,2560,6,512,6,2133.333333,4.666666667,4.666666667,1.5,self_attention-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->,self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention-->lightweight_conv-->lightweight_shiftadd-->lightweight_add-->,7.082038015,191.8094168,0.034499966,6.518992717
640,6,1280,3.333333333,640,6,1706.666667,3.333333333,7,2.333333333,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->,lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention-->,5.945532024,210.7394829,0.005761064,4.688253393
512,6,1962.666667,6.333333333,640,2,2048,4,5,2,lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_conv-->,self_attention-->self_attention+lightweight_add-->,5.300294012,78.19583797,0.005510722,3.571819601
512,6,2389.333333,6.666666667,640,6,2560,2.666666667,5,2.333333333,lightweight_conv-->self_attention-->lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->,self_attention-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,4.281514019,221.5308084,0.011657273,3.812560219
