encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,encoder_block_types,decoder_block_types,latency_mean_encoder,latency_mean_decoder,latency_std_encoder,latency_std_decoder
640,6,1365.333333,4,512,6,1792,5,4.666666667,2.5,self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->,self_attention+lightweight_conv-->lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention-->,5.437563986,223.991868,0.024297623,4.912195189
640,6,1109.333333,3.333333333,512,1,2048,8,2,1,self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention-->lightweight_add-->lightweight_add-->self_attention+lightweight_conv-->,lightweight_shiftadd-->,6.063649952,38.54830813,0.051701297,2.246251288
512,6,1621.333333,3,640,4,2176,4,4,2.25,self_attention+lightweight_conv-->self_attention-->lightweight_add-->lightweight_add-->self_attention+lightweight_conv-->self_attention-->,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,4.736175984,161.6356668,0.007211834,5.358613943
512,6,1450.666667,4.333333333,512,6,938.6666667,3.666666667,3.333333333,2.333333333,self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->,lightweight_shiftadd-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->,6.347924024,226.9081268,0.007005625,4.355624182
512,6,1280,4,512,2,3072,4,5,2,self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,5.911556035,89.49923325,0.009753298,4.737877781
512,6,1109.333333,5,640,1,2048,8,4,1,self_attention+lightweight_add-->lightweight_add-->lightweight_conv-->lightweight_conv-->lightweight_add-->lightweight_add-->,lightweight_conv-->,4.015433997,30.30749595,0.004781454,0.090087705
512,6,2133.333333,4,512,1,1024,2,8,3,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_conv-->,lightweight_conv-->,5.054295987,31.67852187,0.00871831,0.079852633
512,6,853.3333333,5.333333333,640,4,1792,5.5,3,1.75,self_attention-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->,lightweight_shiftadd-->self_attention-->lightweight_add-->lightweight_shiftadd-->,6.172084063,120.1620784,0.019795451,3.183895866
512,6,1706.666667,3,640,5,2150.4,4.4,4,2,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention-->lightweight_add-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,5.563641995,208.9786901,0.026359545,5.424929226
512,6,1706.666667,3.666666667,640,5,2252.8,3.6,4.8,1.4,lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_add-->lightweight_shiftadd-->lightweight_add-->,lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention-->self_attention-->,4.62836802,176.8138657,0.016052836,4.988951566
640,6,1621.333333,2.666666667,640,4,1792,5.5,5.5,1.75,self_attention-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->,6.748445928,146.6092873,0.018790689,1.197912327
640,6,1962.666667,3,512,5,1536,7.2,4.8,2.2,self_attention+lightweight_shiftadd-->self_attention-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->,lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,6.013537973,190.2405491,0.005377965,7.812160282
512,6,1877.333333,4.666666667,640,6,1962.666667,7.333333333,4.666666667,1.666666667,self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention-->self_attention+lightweight_add-->,self_attention+lightweight_add-->self_attention-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->self_attention-->,5.546766043,210.3514509,0.016349754,3.554400709
640,6,1109.333333,5.333333333,512,6,1621.333333,3.666666667,4.333333333,1.666666667,lightweight_add-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->,5.185633987,232.9435768,0.021359279,8.545916657
640,6,1365.333333,4,640,6,1706.666667,4.666666667,4.666666667,1.833333333,lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_conv-->,self_attention+lightweight_conv-->self_attention-->lightweight_add-->lightweight_add-->self_attention-->self_attention-->,5.076746017,182.0282764,0.007498296,4.680690443
512,6,2304,3.666666667,640,6,1450.666667,6.333333333,4,2,lightweight_conv-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->,6.056087971,198.7438145,0.010883247,3.608494885
640,6,1962.666667,7.333333333,512,3,2218.666667,4,3.333333333,3,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->,lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->,6.138702065,99.43930483,0.006769575,3.764508507
512,6,2133.333333,6,640,1,512,2,4,3,lightweight_add-->self_attention+lightweight_add-->self_attention-->lightweight_conv-->self_attention+lightweight_conv-->self_attention-->,self_attention+lightweight_add-->,4.768460006,48.13537621,0.019289022,0.06095343
512,6,1621.333333,5.666666667,640,6,2218.666667,5,4.333333333,2.166666667,self_attention-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->,5.767466009,201.541091,0.023254222,3.617754955
512,6,1706.666667,3.333333333,512,3,1194.666667,5.333333333,4.666666667,2.333333333,lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention-->self_attention+lightweight_shiftadd-->self_attention-->,7.219618022,112.6989322,0.017499953,3.284896487
512,6,2048,3.666666667,512,6,1706.666667,5,5.333333333,1.666666667,lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention-->self_attention-->self_attention-->,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention-->,4.883378029,230.9374695,0.006401564,3.57740836
640,6,1280,4.666666667,512,4,1920,6.5,4.5,2,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_add-->,self_attention-->lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_conv-->,6.277742058,133.7657671,0.017495967,4.257837547
512,6,1621.333333,4.333333333,640,5,1433.6,5.6,6,2,self_attention-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention-->lightweight_add-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->,6.242457926,166.1711235,0.007259694,4.217091589
512,6,1280,3.333333333,512,2,2560,8,8,1.5,self_attention-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,self_attention-->lightweight_shiftadd-->,6.053807974,66.75326443,0.013543372,0.171449047
512,6,1877.333333,5,512,2,1280,6,2,2.5,lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_conv-->,self_attention-->self_attention-->,5.870151967,68.3637476,0.431885992,4.363722416
512,6,1962.666667,3.333333333,640,6,1621.333333,4.333333333,4.666666667,2.166666667,lightweight_conv-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->lightweight_shiftadd-->lightweight_add-->,self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,4.469898015,254.2345066,0.017140344,2.71947779
512,6,1877.333333,4.666666667,640,3,1536,4.666666667,4,2,self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->,lightweight_shiftadd-->self_attention-->lightweight_conv-->,5.213143975,93.13871384,0.005234147,4.947200596
512,6,1621.333333,4,512,1,3072,2,4,2,self_attention-->self_attention+lightweight_add-->lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,self_attention-->,5.487378001,36.85916162,0.031326178,0.035829873
512,6,1194.666667,4.666666667,512,1,2048,8,4,1,self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_conv-->self_attention+lightweight_conv-->,self_attention+lightweight_shiftadd-->,5.525176048,56.68347621,0.012998439,2.236683474
512,6,1877.333333,3.666666667,512,2,3072,5,6,2,self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_shiftadd-->,lightweight_conv-->self_attention-->,6.116201997,59.49980807,0.01823972,0.104270906
640,6,1450.666667,5,640,3,853.3333333,3.333333333,4.666666667,2.666666667,lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->,lightweight_add-->lightweight_shiftadd-->self_attention-->,6.799930006,93.5827899,0.016055369,4.457238889
512,6,2218.666667,4.333333333,640,5,1740.8,4.4,4.4,2,self_attention+lightweight_add-->lightweight_conv-->self_attention-->self_attention-->self_attention+lightweight_conv-->lightweight_conv-->,self_attention-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->,4.735608041,178.6111279,0.007284537,4.213355757
512,6,1365.333333,5.666666667,640,4,1280,4.5,4,2.5,self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->,lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->,5.434961975,141.3780174,0.007425669,4.304122149
640,6,2389.333333,4,512,5,1945.6,3.6,6,2.2,lightweight_conv-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->,lightweight_add-->lightweight_add-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention-->,4.530128062,155.8245831,0.012589453,2.66205951
640,6,2048,5,512,5,2867.2,3.6,4,1.8,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->,self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_shiftadd-->self_attention-->self_attention+lightweight_conv-->,6.124861985,181.0495157,0.017006799,3.726402158
640,6,1024,4.666666667,640,2,512,5,4,2,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention-->self_attention-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,5.900273979,99.75815201,0.033292448,0.365706738
640,6,1792,2.333333333,512,5,1433.6,5.2,3.2,3,lightweight_conv-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention-->,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->,4.854402065,181.4345846,0.011499955,4.56010203
512,6,1792,4.333333333,640,2,1792,3,3,2.5,self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention-->,lightweight_conv-->lightweight_add-->,6.021831989,57.16317558,0.015876769,2.76521095
640,6,1536,3.333333333,640,5,2048,3.6,6.4,2,self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_add-->,lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->,6.299266011,172.824482,0.038860833,1.873898541
512,6,1962.666667,3.666666667,512,2,1280,4,3,2.5,self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->self_attention-->,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->,5.430216014,95.57496214,0.407538365,0.388602929
640,6,1365.333333,6.333333333,640,3,1024,3.333333333,4.666666667,2,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_conv-->,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->,5.429649979,117.9297619,0.006754429,4.383815448
640,6,1706.666667,3.666666667,512,2,2560,5,6,1.5,self_attention-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_add-->,self_attention+lightweight_add-->self_attention-->,5.315823972,76.1946578,0.010642113,0.320765344
640,6,1962.666667,3.666666667,640,2,1792,6,6,2.5,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->lightweight_conv-->,self_attention+lightweight_conv-->lightweight_conv-->,5.490208,74.8810358,0.307552772,4.647405485
640,6,1877.333333,3.666666667,640,1,2048,8,8,2,lightweight_add-->lightweight_conv-->lightweight_add-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,lightweight_shiftadd-->,4.60828799,37.75835824,0.008460253,0.076207126
512,6,1621.333333,5,640,5,1536,4.8,3.6,2.4,lightweight_add-->lightweight_shiftadd-->lightweight_conv-->lightweight_add-->lightweight_shiftadd-->self_attention-->,self_attention-->lightweight_conv-->lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->,4.093240052,138.4528856,0.007129291,5.172457381
640,6,1536,5.333333333,640,2,2048,6,2,2.5,self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_conv-->self_attention-->self_attention+lightweight_add-->lightweight_shiftadd-->,lightweight_conv-->lightweight_shiftadd-->,5.522286057,62.3170104,0.014649804,0.07738278
512,6,1536,6.333333333,512,2,2048,6,8,2.5,lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_conv-->,self_attention-->self_attention-->,5.448121935,68.08251238,0.018986765,3.209794257
640,6,1621.333333,3.333333333,640,2,1536,6,6,1.5,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_add-->lightweight_add-->lightweight_conv-->,self_attention+lightweight_add-->lightweight_add-->,4.91446206,70.90916443,0.006120461,0.082112508
640,6,1962.666667,6,640,3,1194.666667,2.666666667,4,2.666666667,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->,self_attention+lightweight_add-->lightweight_add-->lightweight_conv-->,5.384866029,98.56952381,0.008634435,4.778777906
512,6,1962.666667,4,512,5,1843.2,3.2,5.6,2,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->,7.269633949,193.6368446,0.028894035,5.148946142
640,6,1109.333333,3.333333333,512,4,1920,2.5,2.5,2,lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_add-->,lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_add-->,4.593586087,134.4889956,0.007633481,15.50150176
512,6,1706.666667,6.666666667,512,3,1194.666667,5.333333333,2.666666667,2,self_attention+lightweight_conv-->lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->,6.698890001,106.9860883,0.157045516,5.11501278
640,6,1536,5.333333333,640,1,512,8,4,1,self_attention+lightweight_add-->lightweight_shiftadd-->self_attention-->lightweight_add-->self_attention-->self_attention+lightweight_conv-->,lightweight_conv-->,4.872120053,29.74605584,0.018756287,0.074417347
640,6,1365.333333,4.333333333,640,5,1638.4,4.8,3.2,2.4,self_attention-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_add-->self_attention-->,lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,5.728982002,188.5498199,0.146391579,9.201245207
512,6,2730.666667,4,640,2,2560,8,2,3,lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention-->lightweight_conv-->lightweight_add-->,self_attention+lightweight_conv-->lightweight_shiftadd-->,4.54420203,77.53847599,0.023251698,0.354583734
640,6,1621.333333,4.666666667,640,1,2048,4,4,3,self_attention+lightweight_add-->lightweight_conv-->lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->,self_attention+lightweight_shiftadd-->,5.08908397,53.74145341,0.01853835,0.046237358
512,6,1450.666667,5,512,3,682.6666667,4,4.666666667,1.666666667,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_add-->,lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->,5.360558033,96.91684246,0.048068497,2.189055839
512,6,2133.333333,5.333333333,512,4,1152,4,4.5,1.75,self_attention+lightweight_add-->self_attention+lightweight_conv-->lightweight_conv-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_conv-->,lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,5.232354015,141.630826,0.043091455,4.099062136
640,6,1962.666667,6,640,1,1024,4,8,2,lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_add-->,lightweight_conv-->,4.844953954,31.33878613,0.023871737,0.087855698
640,6,1706.666667,5.333333333,512,4,1408,4.5,5.5,2.25,lightweight_shiftadd-->lightweight_conv-->self_attention-->lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_conv-->,self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_conv-->self_attention-->,4.691787928,140.5264502,0.021441374,4.365425943
512,6,1877.333333,4.333333333,640,3,1536,4,3.333333333,2,self_attention+lightweight_conv-->self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_add-->lightweight_shiftadd-->,self_attention+lightweight_add-->self_attention+lightweight_add-->lightweight_add-->,5.324116021,112.5743637,0.033707515,5.92074883
512,6,1194.666667,4.333333333,512,1,512,4,4,1,self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_add-->self_attention+lightweight_conv-->lightweight_shiftadd-->lightweight_conv-->,lightweight_conv-->,5.769196033,29.53704023,0.050361841,0.07656666
512,6,1962.666667,4.333333333,640,1,2048,8,8,2,lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention-->lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->,5.136534005,56.47110605,0.017057805,3.005441054
512,6,1706.666667,4.333333333,640,2,768,4,5,2,lightweight_add-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->,self_attention+lightweight_conv-->lightweight_add-->,4.578408033,69.43226051,0.017203594,0.147836895
512,6,1109.333333,3.666666667,640,2,2560,2,8,1,self_attention+lightweight_conv-->self_attention-->self_attention+lightweight_add-->lightweight_conv-->lightweight_add-->self_attention+lightweight_conv-->,lightweight_shiftadd-->self_attention+lightweight_conv-->,4.983648002,74.18459082,0.02578331,0.241810318
512,6,1450.666667,5,640,2,1792,4,5,1.5,self_attention+lightweight_add-->lightweight_conv-->self_attention-->self_attention+lightweight_shiftadd-->self_attention-->self_attention+lightweight_conv-->,self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->,5.453981996,94.74376392,0.239852281,4.539096306
512,6,1877.333333,4.333333333,640,5,2048,4,5.2,1.8,lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->lightweight_add-->self_attention+lightweight_add-->self_attention-->,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->lightweight_add-->lightweight_add-->,4.52029404,152.5145798,0.018097095,4.655722176
512,6,1109.333333,4.333333333,640,5,2457.6,4.8,5.2,1.4,lightweight_conv-->lightweight_shiftadd-->self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_add-->,self_attention+lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_conv-->lightweight_conv-->lightweight_conv-->,4.841564,161.9242268,0.016629034,4.604786623
512,6,2389.333333,4,512,1,3072,2,4,1,lightweight_add-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,lightweight_shiftadd-->,5.312076032,40.14501023,0.024676358,2.000787036
640,6,1621.333333,4.666666667,512,4,1920,4.5,4.5,2.5,lightweight_add-->lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->,self_attention+lightweight_conv-->lightweight_add-->lightweight_add-->self_attention+lightweight_conv-->,4.353118092,132.1438532,0.020015694,0.709474729
640,6,1450.666667,4.666666667,512,2,1280,5,5,2.5,self_attention+lightweight_conv-->lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->,lightweight_conv-->self_attention+lightweight_add-->,6.071512043,72.78478622,0.026430496,3.766661823
512,6,1706.666667,3.666666667,512,1,3072,4,4,3,lightweight_conv-->self_attention-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_shiftadd-->,self_attention+lightweight_add-->,5.167610049,47.67257762,0.023837228,0.140875901
512,6,1450.666667,6.333333333,512,5,1536,3.2,4,2.4,self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_add-->self_attention-->,lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention-->lightweight_shiftadd-->,6.247632027,164.0886354,0.071123424,9.264873302
640,6,1536,4,640,4,1792,5,6,1.5,lightweight_add-->self_attention+lightweight_add-->lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_add-->lightweight_conv-->,5.048992008,125.2577858,0.021796315,0.32848674
512,6,1621.333333,4.666666667,512,5,1126.4,4.8,6,2,self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->lightweight_add-->,self_attention+lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->lightweight_conv-->,5.762938023,186.4372673,0.021135884,5.774649563
640,6,2048,4.666666667,640,1,1024,4,8,1,lightweight_conv-->self_attention-->self_attention+lightweight_conv-->lightweight_conv-->self_attention+lightweight_add-->lightweight_shiftadd-->,self_attention+lightweight_shiftadd-->,5.626855999,53.13660192,0.023836653,0.950288934
640,6,1706.666667,3.666666667,640,4,2048,5.5,5.5,2,self_attention-->self_attention-->self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_conv-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_conv-->lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->,5.329043895,134.1376495,0.03693413,4.382400546
512,6,1536,3,512,1,512,2,4,2,self_attention-->lightweight_add-->lightweight_conv-->lightweight_conv-->self_attention+lightweight_conv-->self_attention+lightweight_conv-->,lightweight_shiftadd-->,4.51264593,36.88436604,0.016041785,0.082863564
512,6,1024,4,512,2,512,3,5,2.5,self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->self_attention-->lightweight_shiftadd-->,self_attention+lightweight_add-->lightweight_shiftadd-->,5.520664036,79.87598753,0.028928201,4.399023713
640,6,1877.333333,3.333333333,640,3,1877.333333,8,6,1,lightweight_shiftadd-->lightweight_add-->self_attention+lightweight_add-->self_attention-->self_attention+lightweight_conv-->self_attention-->,lightweight_add-->self_attention+lightweight_add-->lightweight_add-->,4.863208026,89.81346941,0.024655753,0.109828348
640,6,1194.666667,4.333333333,640,1,512,2,2,3,lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_add-->lightweight_shiftadd-->self_attention-->self_attention-->,self_attention+lightweight_conv-->,4.803566009,50.14662027,0.015559346,2.155666535
512,6,2218.666667,4.333333333,640,5,1433.6,3.6,3.6,2.2,lightweight_shiftadd-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->,self_attention+lightweight_conv-->self_attention+lightweight_add-->lightweight_add-->self_attention+lightweight_shiftadd-->self_attention+lightweight_add-->,6.621899962,197.7419834,0.02617713,4.633264082
640,6,1621.333333,5,512,2,512,3,3,2.5,lightweight_shiftadd-->lightweight_shiftadd-->lightweight_conv-->self_attention+lightweight_shiftadd-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->,self_attention+lightweight_add-->self_attention-->,5.472371966,78.27436733,0.023833424,3.67634924
512,6,2560,4.333333333,640,4,2304,4.5,5,1.75,lightweight_shiftadd-->self_attention-->self_attention+lightweight_add-->self_attention+lightweight_shiftadd-->lightweight_shiftadd-->lightweight_shiftadd-->,self_attention-->lightweight_conv-->lightweight_shiftadd-->self_attention-->,5.373320013,114.244236,0.021751546,0.505028794
