encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,latency_mean_encoder,latency_mean_decoder,latency_std_encoder,latency_std_decoder
512,6,1536.0,3.6666666666666665,512,1,512.0,8.0,4.0,1.0,13.269186019897461,87.7838134765625,0.0,0.0
512,6,2218.6666666666665,4.666666666666667,512,2,1536.0,3.0,6.0,1.0,14.103889465332031,157.0420265197754,0.0,0.0
640,6,1962.6666666666667,4.0,512,4,1536.0,3.5,5.5,1.5,15.208244323730469,307.3387145996094,0.0,0.0
640,6,1365.3333333333333,3.3333333333333335,640,1,1024.0,2.0,8.0,1.0,24.137020111083984,107.46288299560547,0.0,0.0
512,6,2048.0,5.333333333333333,512,3,1194.6666666666667,2.6666666666666665,2.6666666666666665,1.6666666666666667,14.397621154785156,248.98457527160645,0.0,0.0
512,6,1536.0,7.0,512,1,1024.0,2.0,2.0,3.0,13.783693313598633,127.9761791229248,0.0,0.0
640,6,682.6666666666666,3.6666666666666665,640,6,1621.3333333333333,3.6666666666666665,6.0,2.0,18.083810806274414,463.4814262390137,0.0,0.0
512,6,1536.0,6.0,640,4,768.0,6.0,5.5,1.5,12.746095657348633,293.17498207092285,0.0,0.0
512,6,1450.6666666666667,6.0,512,2,1792.0,4.0,2.0,2.5,13.838052749633789,186.4323616027832,0.0,0.0
512,6,2048.0,3.6666666666666665,640,2,1792.0,6.0,3.0,1.0,14.756917953491211,197.8621482849121,0.0,0.0
640,6,1792.0,3.6666666666666665,640,3,1877.3333333333333,6.0,6.0,2.0,23.213863372802734,356.7378520965576,0.0,0.0
512,6,1194.6666666666667,3.6666666666666665,640,1,3072.0,8.0,2.0,1.0,17.300128936767578,171.01740837097168,0.0,0.0
640,6,1109.3333333333333,4.333333333333333,640,3,1194.6666666666667,6.0,6.0,1.6666666666666667,15.435218811035156,327.4383544921875,0.0,0.0
640,6,2133.3333333333335,4.333333333333333,512,2,768.0,3.0,6.0,1.5,18.82624626159668,157.53793716430664,0.0,0.0
640,6,1706.6666666666667,6.333333333333333,512,3,2730.6666666666665,6.0,4.666666666666667,2.0,
