idx,FLOPs,Energy (mJ),Latency (ms),input,weight,output,computation,DRAM,DRAM-GB,GB,NoC,RF
0,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
1,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
2,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
3,460800.00000000006,0.00723624,0.011520000000000002,0.00377856,0.0016972800000000002,0.0012996,0.00046080000000000003,0.00456,0.0,0.00022176,0.00060768,0.001386
4,460800.00000000006,0.0073463999999999995,0.011520000000000002,0.0013176,0.0016972800000000002,0.00387072,0.00046080000000000003,0.00456,0.0,0.00039024,0.0005376000000000001,0.00139776
5,3932160.0000000005,0.052565504000000006,0.12288000000000002,0.008232960000000001,0.034340864,0.0060595200000000005,0.0039321600000000005,0.0308224,0.0,0.0013824,0.0046243840000000005,0.011804160000000001
6,1966080.0000000002,0.027008512000000002,0.06144000000000001,0.0041164800000000005,0.017170432,0.00375552,0.0019660800000000003,0.016179199999999998,0.0,0.00064512,0.0023121920000000002,0.00590592
7,30720.000000000004,0.0033372799999999998,0.0010240000000000002,0.00162816,6.560000000000001e-05,0.0016128,3.0720000000000004e-05,0.0030751999999999997,0.0,9.216e-05,3.936e-05,9.984000000000002e-05
8,1966080.0000000002,0.027008512000000002,0.06144000000000001,0.0041164800000000005,0.017170432,0.00375552,0.0019660800000000003,0.016179199999999998,0.0,0.00064512,0.0023121920000000002,0.00590592
9,47185920.00000001,0.600066048,1.4745600000000003,0.06807552,0.412090368,0.07271424,0.047185920000000006,0.3391488,0.0,0.0165888,0.055492608000000006,0.14164992
10,47185920.00000001,0.597838848,1.4745600000000003,0.08036352000000001,0.412090368,0.05819904000000001,0.047185920000000006,0.3360768,0.0,0.0175104,0.055492608000000006,0.14157312000000002
0,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
1,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
2,3932160.0000000005,0.05248102400000001,0.12288000000000002,0.00669696,0.034340864,0.00751104,0.0039321600000000005,0.0308224,0.0,0.00129024,0.0046243840000000005,0.01181184
3,460800.00000000006,0.00723624,0.011520000000000002,0.00377856,0.0016972800000000002,0.0012996,0.00046080000000000003,0.00456,0.0,0.00022176,0.00060768,0.001386
4,460800.00000000006,0.0073463999999999995,0.011520000000000002,0.0013176,0.0016972800000000002,0.00387072,0.00046080000000000003,0.00456,0.0,0.00039024,0.0005376000000000001,0.00139776
5,3932160.0000000005,0.052565504000000006,0.12288000000000002,0.008232960000000001,0.034340864,0.0060595200000000005,0.0039321600000000005,0.0308224,0.0,0.0013824,0.0046243840000000005,0.011804160000000001
6,1966080.0000000002,0.027008512000000002,0.06144000000000001,0.0041164800000000005,0.017170432,0.00375552,0.0019660800000000003,0.016179199999999998,0.0,0.00064512,0.0023121920000000002,0.00590592
7,122880.00000000001,0.003936,0.0030720000000000005,0.0017664,0.00028800000000000006,0.00175872,0.00012288000000000002,0.0031103999999999997,0.0,9.216e-05,0.00011904,0.0004915200000000001
8,1966080.0000000002,0.027008512000000002,0.06144000000000001,0.0041164800000000005,0.017170432,0.00375552,0.0019660800000000003,0.016179199999999998,0.0,0.00064512,0.0023121920000000002,0.00590592
9,47185920.00000001,0.600066048,1.4745600000000003,0.06807552,0.412090368,0.07271424,0.047185920000000006,0.3391488,0.0,0.0165888,0.055492608000000006,0.14164992
